type,description,students,name
free,本课程基于 JavaScript 实现多个不同的形状图来组成一个逼真的玫瑰花。共使用了 31 个形状：24 个花瓣，4 个萼片，2 个叶子和 1 根花茎，其中每一个形状图都用代码进行描绘。我们可以学到 JavaScript 及计算机图形的一些知识。本课程实验原理较难，需要有 JavaScript 基础及探索精神，如果懂计算机图形就更好了。,7598,基于 JavaScript 实现玫瑰花
会员,"本课程实现客户端和服务端编程，服务端使用epoll机制，高并发实现，支持多客户聊天室聊天；客户端使用epoll和fork，父进程与子进程通过pipe通信。学习本课程可以很好的入门linux服务端编程，学习本课程也可用于在局域网搭建聊天室。本课程linux服务端编程入门课程，适合有C语言基础和linux基础，对于服务端编程有兴趣的同学。
",1618,C语言利用epoll实现高并发聊天室
free,本实验用最简单的代码来实现五子棋游戏，帮助大家复习基础知识，学习了如何设计并实现一个五子棋游戏，巩固大家的基础知识。涉及到C语言的基础逻辑判断，程序设计与编写。本课程比较简单，没有复杂的语法和逻辑，适合具有C基础的用户，一起探索和发现C语言可以做一些有趣的事情。,4340,C语言快速实现五子棋
free,现有的web浏览器的安全模型是基于同源策略，提供一些基于Web应用程序的保护功能。本实验帮助理解同源策略。,399,Collabtive系统浏览器同源策略探索实验
free,本实验将通过一些特定应用来介绍一些常用建模技术。我们考虑如何在 R 中存储和处理时间序列。接着，我们处理线性时间序列分析，并展现如何将它用于建模和预测房屋价格。其次，我们通过考虑长期趋势，最后使用协整的概念来改进基本的最小方差对冲比。本实验源来自异步社区的《量化金融R语言初级教程》第1章 ，感谢异步社区授权实验楼发布。,148,对英国房屋价格建模并预测 ---《量化金融R语言初级教程》
free,本实验将以故事的形式展开对商业街调查问卷的设计进行分析和学习。我们在是实验中首先会进行数据的录入，然后利用管道处理技术来列联表，接着进行独立性检验，最终通过图表的形式得到我们需要的调查问卷。本实验源来自图灵教育的《菜鸟侦探挑战数据分析》第3章，感谢图灵教育授权实验楼发布。,160,R语言进行商业问卷分析--《菜鸟侦探挑战数据分析》
free,本课程由郑晓薇老师授权，基于《汇编语言（第2版）》（郑晓薇 编著，机械工业出版社）制作，可以配合该教材使用，在实验楼环境中完成教材中所有实例及实验。,4651,《汇编语言（第2版）》郑晓薇编著配套实验
会员,通过Python3实现将关键信息隐藏在图片的效果，主要目的是为了不让预期接收者以外的人知晓传递的内容。与电视剧中使用特殊墨水传递信息一样，表面看就是一张什么都没写的白纸，实则暗藏着重要信息。,5287,Python3 图片隐写术
会员,OAuth 2.0 是时下最流行的授权认证方式，其典型的应用有第三方账号登陆，获取认证开发第三方应用等。本课程的前半段主要讲解 OAuth 2.0 授权的原理。后半段则会基于 Flask 与 Github 授权接口实现一个第三方留言本应用。,581,OAuth 2.0 授权原理与实战
会员,DVWA (Dam Vulnerable Web Application)是用PHP+Mysql编写的一套用于常规WEB漏洞教学和检测的WEB脆弱性测试程序。包含了SQL注入、XSS、盲注、命令执行等常见的一些安全漏洞。,647,DVWA之暴力破解攻击
会员,本课将介绍 json 和一些常见的 json 库，并用 C++ 编写一个 json 生成器，生成 json 数据，并学习编写测试用例。,615,C++ 编写 json 生成器
会员,在这个人人自拍的年代，每个人的智能手机中至少都装了一款美颜相机或者美图软件，而这些软件实现美图功能又主要是靠滤镜来实现的。而这门课程将带领大家使用 Python 编写一个简单的滤镜程序。,519,Python 实现简单滤镜
会员,RabbitMQ是一个由erlang开发的AMQP（Advanced Message Queue ）的开源实现。AMQP 的出现其实也是应了广大人民群众的需求，虽然在同步消息通讯的世界里有很多公开标准。本课程从安装RabiitMQ到简短代码逻辑，让同学们理解其原理和工作方式,381,RabbitMQ 消息队列
会员,本次课程将学习并搭建 ELKR ( = Elasticsearch + Logstash + Kibana + Redis ) 一套完整的 Nginx 日志分析技术栈。从入门安装配置到数据分析，由浅入深的讲解了ELKR的使用和工作流程，更加熟悉服务器和数据库相关操作。4个实验，从入门安装配置到数据分析，适合对于日志分析感兴趣的同学，学完本课程之后能够学会工具的使用。,281,构建 ELK(+Redis) 分布式 Nginx 日志分析系统
会员,本课基于 golang 实现 websocket 协议。其中将涉及 WebSocket 协议的握手过程，WebSocket 协议数据帧，WebSocket 协议中的一些算法，掩码处理，WebSocket 链接的实现。属于中级级别课程，适合具有GO基础的用户，熟悉Go基础知识加深巩固，并且加深对于计算机网络的认识与理解。,185,Go 语言实现WebSocket协议
free,“算 24 点”是一种数学游戏，正如象棋、围棋一样是一种人们喜闻乐见的娱乐活动。 它始于何年何月已无从考究，但它以自己独具的数学魅力和丰富的内涵正逐渐被越来越多的人们所接受。在本课程中，我们将通过一个算 24 点游戏的形式，进一步巩固 Scala 的基础。你将可以在本课程中学习到数学表达式的穷举方法、全排列算法，以及如何在 Java 中调用 Scala 的代码等。,973,Scala 开发二十四点游戏
会员,通过使用 Go 语言实现一个缓存系统，学习缓存系统的基本原理和概念，以及 GO 语言的 `map` 实现哈希表的方法及封装缓存生存时间的方法。难度适中，适合有Go语言基础的同学学习。,154,Go 语言实现缓存系统
free,缓冲区溢出攻击：通过往程序的缓冲区写超出其长度的内容，造成缓冲区的溢出，从而破坏程序的堆栈，造成程序崩溃或使程序转而执行其它指令，以达到攻击的目的。本课程将带领大家重现攻击理解此漏洞。,6659,缓冲区溢出漏洞实验
会员,本实验将带你认识Android系统中的一种交互方式——手势。你将学到如何在Android中调用系统API对手势进行检测并设置相应的监听器，以及如何实现具体的接口来完善手势操作。,119,Android小案例 - 手势
free,本实验利用 Meteor 和 MongoDB 实现一个简单的即时搜索服务。通过本项目我们将学习到 Mongodb 数据库的操作，Meteor 快速制作 Web App。,2792,120行代码实现简单的即时搜索
会员,本实验将带你实现Android手机上的图形绘制功能。实验中你将会学到Canvas的用法。,99,Android小案例 - 常用绘图方法
会员,本课程分为两个实验进行操作学习。第一个实验首先向用户介绍文件的基本概念和相关知识：文件，文件流，文件权限。然后以编码为主，通过实际的例子，讲解PHP对文件的基本操作：打开，写入，删除。第二个实验基于前一个实验所介绍的知识，实现一个简单的文件上传功能模块，介绍PHP对上传文件的处理流程。,223,PHP文件编程
会员,本课程使用 Python 开发一个简单的加减计算器。输入一个加减的表达式，计算出表达式的结果。我们将通过实验学会字符串处理、表达式二叉树的生成及遍历。,884,Python开发简单计算器
会员,本课程使用 OpenCV 处理图片视频，将视频转为字符画序列，再在终端中播放字符动画。除了 OpenCV 的操作，本课程还会了解光标定位转义编码的使用。,3428,Python3 & OpenCV 视频转字符动画
会员,"本课程是在学习了 Java 基本语法、Java 核心 API 之后，模拟支付平台上买家付款到支付平台，卖家从支付平台取款的简单业务流程，最终结果以控制台输出形式展现。通过此流程，详细讲解 Java 线程与同步。本课程难度一般，属于中级课程，适合具有 Java 基本语法和核心API基础的同学学习实践多线程编程。
",847,Java实现简单的支付平台业务流程
free,本课程将通过介绍 HTML 文件的结构、常用的标签、元素、属性、样式、超文本等内容让大家对 HTML 有一个完整的认识，并通过一个实验来学习如何利用框架和我们所学的 HTML 知识来编写一个精致好看的网页。无需任何编程基础，适合任何想要学习制作网页的人学习。,21702,HTML基础入门
会员,本课程中实现了一个简单的 Java 日记软件，可以实现用户的注册、登录以及对日记的各种操作。同学们可以用自己做出的日记软件来记录自己的生活。项目中涉及了包括 Swing 界面编程、文件和IO流操作、JDOM 解析 XML 文档等方面的知识点。,1241,Java日记软件——记录生活每一天
free,在本课程中学生将利用竞态条件漏洞获得root权限。除了攻击之外，学生还将学习如何制定保护方案抵御该类攻击。适合对于有Linux 基础的同学进行学习。需要对之前的信息安全课程有了解之后再进行学习。,554,竞态条件漏洞实验
会员,本课程将使用Python的wordcloud扩展包制作词云，并通改进wordcloud使其能够制作中文词云。此外，还将分享如何用自己喜欢的图片作为词云轮廓对词云进行定制。难度为一般，属于初级级别课程，适合具有Python基础的用户，熟悉python基础知识加深巩固。,878,使用Python定制词云
free,本课程使用Python Flask Web框架来创建简单的博客，涉及环境安装，运行调试，静态文件，渲染模板，数据的请求接收以及重定向，响应和会话。适合有一定编程基础，与对于linux有一定了解，想更加熟悉和巩固python的同学。,7598,Python Flask Web框架
会员,"通过学习本课程,实现自己搭建一台 Git 服务器，虽然有很多现成的代码托管网站比如 github,但是当你想保护代码的安全的时候,私有的 Git 服务器无疑是最安全的。",235,Linux系统安装git服务器
会员,通过 《C语言实现 FTP 服务器》 项目学习，可以更加深入的理解套接字编程模型，并且了解应用层协议（FTP）如何在套接字基础上定义。本项目实现了支持 list，get <filename>，quit 等命令的 FTP 服务器。,850,C语言实现 FTP 服务器
会员,"QQ 机器人作为一款与个人 QQ 号绑定的机器人,通过该机器人,可快速实现自动回复,自定义回复,满足群里日常聊天互动所需.",1151,基于图灵机器人实现QQ群聊机器人
会员,我们使用 jQuery 实现在购物车中添加删除商品，合计商品总价的功能。通过本课程的学习，你可以熟练操作 jQuery 实现更多的功能。,469, jQuery在购物车的使用
free,"
Scala 是一门多范式的编程语言，类似于 Java 。设计初衷是实现可伸缩的语言、并集成面向对象编程和函数式编程的各种特性。在本课程中，你将可以学习到 Scala 的基础语法、类和对象、基本数据类型、控制语句以及函数等方面的知识，从而更好地来编写 Scala 应用。",3583,Scala开发教程
free,2014年9月24日，Bash中发现了一个严重漏洞shellshock，该漏洞可用于许多系统，既可以远程也可以在本地触发。在本课程中，学生需要亲手重现攻击来理解该漏洞。,6245,ShellShock 攻击实验
free,动手实践学习Go语言程序入门。Go是Google开发的一种编译型，可平行化，并具有垃圾回收功能的编程语言。本课讲解一些基本的Go语法，并在最后以一个词频统计项目来总结学习过的知识点。难度为简单，属于入门级别课程，适合对 Go 刚刚入门的用户，甚至没有接触过 Go 的用户也可以按照步骤一步步做出来。,7663,Go语言编程
会员,本实验将学习Android系统中的数据存储方式之一——SQLite数据库。你将学到如何在Android中调用系统API对数据库进行常见的创建和增删查改等操作。,127,Android小案例 - SQLite数据库连接
会员,从本实验起，我们将逐步介绍Android中用于存储数据的一些机制。这些机制有：轻量化的键值对存储Shared Preferences、数据库SQLite、内部和外部存储，以及网络存储等。而本实验就将探索如何在Android开发过程中，使用Java里常用的文件I/O体系来存储和访问文件。,79,Android小案例 - 内部存储（文件）
free,本课程基于 HTML5 的 canvas 实现了一个小游戏，着重介绍了 HTML5 游戏开发的流程及游戏开发中需要处理的东西。对 Web 游戏开发感兴趣的同学可以通过这个项目实践 HTML5 及 JavaScript 基础知识。,5622,基于HTML5 Canvas实现小游戏
free,本课程将学习 RethinkDB 作为数据库后端，Backbone.js 作为前端的技术栈，并实现一个清单应用。从中我们可以学习 Flask Web 应用框架，及 Rethinkdb 文档型数据库和 Backbone.js web开发框架。,1495,基于Flask/RethinkDB实现TODO List
训练营,使用Python语言开发一套类似OpenStack的云计算管理平台LouCloud，具备基本的用户，服务器，镜像与虚拟机管理功能，学习IaaS，虚拟化，Libvirt API，Flask Web开发等知识。,207,仿OpenStack开发云计算管理软件
free,Bootstrap是一个 简洁、直观、强悍、移动设备优先的前端开发框架，Bootstrap 让web开发更迅速、简单。,6293,Bootstrap3.0入门学习
free,CSS即层叠样式表（Cascading StyleSheet）。 在网页制作时采用层叠样式表技术，可以有效地对页面的布局、字体、颜色、背景和其它效果实现更加精确的控制。适合已经学过HTML，对前端开发有兴趣的人学习。,8638,CSS速成教程
会员,在本项目中我们将使用 Python 登陆挂号网站获取挂号信息并邮件通知，实验中将利用 requests 登陆 aspx 网站，使用 BeautifuSoup 解析响应页面，然后利用 ifttt 邮件通知抓取的信息。,272,Python 获取挂号信息并邮件通知
会员,本课程带领大家用Python3的zipfile模块实现Zip文件的密码暴力破解。在学习过程中会详细讲解 zipfile 模块和 argparse 模块的用法，并在最终破解出一个简单的加密Zip文件。 本项目较为简单，适合具备 Pythohn 编程基础的用户。,749,Python实现Zip文件的暴力破解
会员,使用 C++对银行排队服务进行模拟，以事件驱动为核心思想，手动实现模板链式队列、随机数产生器等内容，进而学习概率编程等知识。作为可选进阶，这个模型同时还能稍加修改的应用到 CPU 资源争夺模型中。,948,C++ 实现银行排队服务模拟
free,本课将介绍Nginx的部署、配置、优化及案例实战。本课程分为7个实验，从nginx入门环境搭建到ddos防御配置，由浅入深学习nginx运维知识。适合对于linux运维的感兴趣的同学学习和进阶。,6555,Linux Web运维（Nginx）实战 
free,本课程使用最基础的 HTML+CSS+JavaScript 实现网页版别踩白块游戏，通过完成这个简单有趣的游戏，可以实践你的前端技能。,2837,网页版别踩白块游戏
会员,hexo 是一个快速、简洁且高效的博客框架.hexo 使用 Markdown 解析文章，在几秒内，即可利用靓丽的主题生成静态网页。七牛云在国内以及海外有多个CDN，相对于 github ，博客部署在七牛云会在国内获得更快的访问速度。,256,基于七牛云创建个人 hexo 博客
训练营,使用GNS3仿真模拟工具由浅入深的学习网络技术，通过16个精心设计的实验内容，让你在动手实践的过程中逐步掌握交换与路由的 VLAN、STP、OSPF、DMVPN 等技术，最终让你能够独立实现一个中大型网络规划。,203,由浅入深学网络
free,本课程是数据结构入门教程，数据结构是计算机类专业的一门核心学科，本课程使用 C 语言介绍，需要一定的 C 语言基础。,13428,数据结构(新版)
free,本实验中你将在学习 C 语言的同时学会编写你自己的编程语言，一个 1000 行左右代码的简单  Lisp ，通过本实验的学习，提高自己的编程能力。本课程翻译制作自著名的BuildYourOwnLisp教程。,2951,用 C语言编写自己的编程语言
会员,获得内存池所分配的内存速度高于从堆中获得分配的内存的速度，一个长期稳定运行的服务在追求极致的过程中，实现内存池是必不可少的。和标准库中的默认分配器一样，内存池本质上也是分配器，本次实验将设计并使用 C++实现一个高性能内存池。,854,C++ 实现高性能内存池
会员,使用 Python 语言开发服务器端口扫描器，用来检测目标服务器上有哪些端口开放。适用于有 Python 和 计算机网络语言基础的用户。涉及Python网络开发，端口扫描，多线程，python-nmap包等知识点。,2711,Python 实现端口扫描器
free,本课程将带大家学习使用强大的Vim编辑器。Vim是从vi发展出来的一个文本编辑器，在程序员中被广泛使用。和Emacs并列成为类Unix系统用户最喜欢的编辑器。适合所有想要学习编程和想要在实验楼学习的人。,40259,Vim编辑器
free,本课程内容主要包括 Pandas，Scikit-learn，Scikit-image 的基础使用。通过本课程我们将学习到 Pandas 数据处理，scikit-learn 机器学习，scikit-image 图像处理。,1766,Python科学计算(二)
free,Node.js是基于Chrome JavaScript运行时建立的一个平台，用于创建快速的、可扩展的网络应用。Node.js采用事件驱动和非阻塞I/O模型。适合想要学习后端编程，想要入门Node.js的后端开发新手。,7686,Node.js 教程
free,本课程介绍 python 科学计算，通过本课程我们可以学习到 Numpy 多维数组，SciPy 科学计算库，matplotlib 绘图，Sympy 代数系统，用 C 编写 Python 包，Python 并行计算。,9478,Python科学计算(一)
会员,"本课程使用 Shell 脚本在终端实现了一个打字游戏，体现了shell命令的强大和实用，在项目实现的过程中学习并实践了Shell脚本编写的知识点。熟悉了read,exec,trap,local,date等命令的用法。本课程适合有一定编程基础，与对于linux有一定了解，想更加熟悉和巩固shell命令的同学
",701,shell打字游戏
会员,本课程是基于 Python 的 Flask 框架和 MySQL 实现的简单的番剧推荐系统。在本课程中我们将学到如何用 Python 连接 MySQL 数据库，如何查询和展示数据及设计推荐算法等知识。,2819,基于 Flask 与 MySQL 实现番剧推荐系统
free,本课程将带领大家在 Github Pages 上部署自己的简历，教大家如何将简历保存为 pdf 格式且该简历文件可直接在 A4 纸上打印。另外本课程还提供了简单的在线可编辑的简历页面，同学可直接使用它来生成自己的简历文件。,5123,在Github Pages上部署自己的简历
会员,本课程将针对飞行准点率数据集，通过一些简单的分析任务来学习 DataFrame 的由来、构建方式以及一些常用操作。在本课程中，你可以了解到 Spark 生态体系中，核心的 RDD 与 DataFrame 之间的区别和联系。同时，你还可以学习到在 Spark 中加载数据集的方式、如何配置和使用第三方库等等。,395,Spark 基础之 DataFrame 基本概念学习
free,本课程来自实验楼资深用户 jayki，根据实验楼每天一个 Linux 命令系列文章制作，适合学过 Linux 基础入门课程后的用户练习各种 Linux 命令。适合具有 Linux 基础的同学学习。,12630,Linux命令实例练习
会员,本课程带领你学习用C语言实现ping命令。通过本项目中你可以更深入地理解TCP/IP协议，套接字编程，掌握C语言进行网络编程的技巧方法。本课程涉及C基础，Linux网络编程底层比较多，适合有一定基础，想了解网络编程，以及套接字原理的同学学习。,2043,C语言实现ping程序
free,本课程实验内容从 SQL 概念开始，在 MySQL 数据库中学习并实践了 SQL 常用语法及约束、索引、视图、SELECT 查询、修改与删除等基本操作。课程包含两部分，基础部分学习 SQL 基本操作实验，进阶部分基于 MySQL 官方参考手册制作，学习 MySQL 的进阶操作。,27313,MySQL 基础课程
free,本实验我们将快速浏览R中的多种数学、统计和字符处理函数。为了让这一部分的内容相互关联，再通过引入一个能够使用这些函数解决的数据处理问题。在讲解过这些函数以后，为这个数据处理问题提供一个可能的解决方案。最后讲解如何自己编写函数来完成数据处理和分析任务。本实验源自图灵教育的《R语言实战（第2版）》第5章，感谢图灵教育授权实验楼发布。,162,基于R的高级数据管理--《R语言实战（第2版）》
会员,本课程将学习 Spark 平台中对于 R 语言的支持前端——SparkR。课程将会讲解到如何在 SparkR 中创建和操作 DataFrame、如何运行 SQL 查询，以及如何利用机器学习相关的 API。最后还会通过一些简单的实例来学习如何在 SparkR 中进行时间序列分析。,143,Spark 基础之 SparkR 快速上手
free,本课程将基于OpenGL实现一般CAD软件都会具备的基础功能：渲染显示3D空间的画面并可以操作3D空间中物体。,4050,Python实现3D建模工具
训练营,教师辅助在线完成5个经典 Node.js 项目，高强度学习 Node.js 开发。涵盖 Node.js 基础，Express框架，socket.io，Angular.js，Redis，MongoDB等知识。随到随学，所遇问题在讨论区发帖，有工程回复解答。,255,Node.js 经典项目实战
会员,本课程引入 Python Turtle 模块，通过画出分形树（Fractal tree），科赫雪花曲线（Koch snowflake）和龙形曲线（Dragon curve）这三种曲线来加强对递归的认识。,247,使用 Python 生成分形图片
会员,以实验楼部分功能举例，学习多种常见的设计模式的原理以及如何应用实践。课程会涵盖工程模式，命令模式，外观模式，适配器模式，装饰模式，代理模式等，使用Python为案例实现语言。本课程难度属于一般，属于初级级别课程，适合具有 Python 基础的用户，熟悉 Python 基础知识加深巩固。,894,Python版设计模式实践
free,Ruby是一种为简单快捷的面向对象编程而创的脚本语言，本教程通过动手实例学习Ruby语言基础知识。,2491,Ruby基础教程
free,使用Python快速开发一款PC端玩耍的微信打飞机游戏，基于pygame实现。本课程源自Kill-Console博客：http://www.cnblogs.com/dukeleo/p/3339780.html。本课程难度中等，属于python中等的项目课程，需要有 pygame 和 Python 基础。可以在之前的课程当中先学习一些基础的 pygame 知识然后再学习本课程。,8386,pygame开发打飞机游戏
会员,本课程基于 HTML+CSS+JavaScript 实现网页版打地鼠，你能学到如何开发一款 Web 小游戏，从布局到编写游戏逻辑。如果你刚入门前端，这是个不错的实践练习。,613,基于 JavaScript 实现打地鼠游戏
会员,本课程将学习Spark体系中用于解决图和并行图计算问题的新组件——GraphX。GraphX通过RDD的扩展，在其中引入了一个新的图抽象，即顶点和边带有特性的有向多重图，提供了一些基本运算符和优化了的Pregel API，来支持图计算。在本课程中你将可以学习到GraphX 框架的基本使用技巧、属性图的定义和操作符的种类，以及PageRank 、连通分量和三角形计数这三个经典的图计算算法。,233,Spark基础之GraphX图计算框架学习
free,"课程更新到实验四，使用中如有问题请见谅！2017.9.28
本课程为网易云课堂孟宁老师《软件工程：C编码实践篇》的配套实验与作业。配套的MOOC视频见 http://mooc.study.163.com/course/USTC-1000002006#/info。软件工程C编码实践篇强化实践能力训练，从学生较为熟悉的编程训练入手，重实践，形成对软件工程直观感性的认识。",4511,软件工程(C编码实践篇)
会员,本课程基于 HTML5 的 canvas 实现了放大镜效果。主要依靠 canvas 中的 drawImage() 函数，这节课也主要讲解这个函数的具体用法，希望能通过实现这个简单的项目来让大家初步认识 canvas ，学会基本的 canvas 操作。,352,基于 canvas 实现放大镜效果
free,本课程使用 Eclipse 开发，配合 Java 语言完成一个 Java 编辑器。它的主要功能：1、Java代码的编辑 2、编译及运行Java程序。本课程难度中等，属于中级课程，适合 Java 基础扎实，对 Java 核心 API 有所熟悉的同学学习 。,3644,自己的Java编辑器
free,本课程自顶向下分层介绍TCP/IP网络协议基础，其中重点是第5、6节。如果想更深入地了解计算机网络知识，你可以学习实验楼的其它相关课程。,19841,TCP/IP网络协议基础
会员,本课程将通过C语言实现一个简易计算器，用于解决任意长度的有符号整数的加、减、乘、除运算。主要将涉及到利用全新的数据结构来表示大数，并将新数据结构存储的大数转化为字符用于显示。以及基于大数新的数据结构完成加、减、乘、除的计算算法设计。,509,C语言实现大数计算器（加减乘除）
free,本课程会从实现一个玩具解释器开始学习解释器的基本知识。之后通过考察Python字节码进一步学习理解Python解释器的内部机制。最终参考``Byterun``（一个现有的Python解释器）实现一个500行以内的Python解释器。,1685,Python实现Python解释器
会员,本课程通过动手实验学习 Linux 上 GDB 调试 C 语言程序的基本技巧。首先讲解了 GDB 的常用命令，然后通过对有问题的链表程序的调试来逐步实践挖掘程序 BUG 的过程。,843,GDB 简明教程
free,ThinkPHP是国人开发的优秀PHP框架，本课将从ThinkPHP的入门安装开始，详细讲解ThinkPHP的配置，路由，控制器，模型，视图，模版等几大板块，掌握ThinkPHP的主要技术点。,4777,ThinkPHP框架实践
会员,有时，在你的应用中，你可能想让用户做出一个关于是或否的回应，但又不想通过原来的activity或者改变屏幕上的已有内容，那么你可以选择对话框这种交互方式。我们在本实验中就将学习Android的交互组件之一——对话框。,127,Android小案例 - 对话框集锦
free,本课程介绍 JavaScript 的语法及事件、对象、DOM 等基础知识。适合对前端编程有兴趣，已经学了HTML的人学习。,12483,Javascript基础（新版）
free,本课程使用 Java 语言完成了一个简单的计算器。将使用到 Java Swing 图形组件等等。课程能够让大家深入学习如何制作 Swing 图形化界面以及为 UI 组件设置事件响应逻辑。本课程难度为一般，属于初级课程，适合具有Java基础和Swing组件编程知识的用户学习。,5316,Java开发简单的计算器
会员,本课程结和 Koa 和 React 开发 Web 应用，学习 Koa 和 React 基础知识。课程中将会学习如何创建 Koa 应用，Koa 常用中间件，Koa 路由，以及 React 应用开发等知识点。Koa.js提供API服务，React渲染UI组件，前端路由通过React-Router管理。工具方面，使用Babel支持ES6最新语法，使用Gulp和Webpack自动化编译JavaScript。,191,基于Koa.js和React开发应用
会员,本课程编写一个Node.js端口扫描模块，主要用到Node.js的net模块，同时，我们会使用一些ES6的新语法，实验楼部分 Node.js 课程已经介绍过一些 ES6 语法，本课程主要会用到Promise。,117,Node.js 开发端口扫描器
会员,本项目课中，我们将使用go 语言编写一个 markdown 文件的实时预览器，它可以在浏览器实时预览使用任何文本编辑器正在编辑的 markdown 文件。我们将从中学习到 go 语言语法，markdown 的知识及Websocket。,281,制作Markdown预览器
free,本课程主要讲解了如何使用 Java 语言编写一个可视化的记事本应用，涉及到 Swing 界面编程、文件读写等知识点。课程能够让大家熟练Java的可视化界面编程以及文件和IO操作。本课程难度为一般难度，属于初级课程，适合掌握Java入门基础的用户熟练文件和IO操作以及Swing界面编程。,4553,Java实现记事本
会员,LAMP（Linux- Apache-MySQL-PHP）网站架构是目前国际流行的Web框架，在本课中我们将学习它的环境部署与配置。,4541,LAMP部署及配置
free,HBase是一个开源的非关系型分布式数据库（NoSQL），是Hadoop项目的一部分，运行于HDFS文件系统之上，为 Hadoop 提供类似于BigTable 规模的服务。,2192,HBASE教程
free,Java 8是近年来一个Java编程语言发行版本，由Oracle 2014年3月发布。该版本为Java带来许多新特性，是一个具有重大改变的版本。 本课程介绍了 Lambda 表达式、函数式接口、Stream 流和 Date/Time API 等相关知识点。课程难度一般，适用于Java初学者或者是具有一定编程经验的开发者。,2491,Java 8 新特性指南
会员,本课程使用PHP实现一个简单的网站注册登录功能，虽然功能比较简单， 但是涉及的知识点较多，包括网页模板的挑选，注册登录的流程，用户输入数据的合法性检测，Ajax异步通信，自行实现验证码，以及前端的一些完善优化操作。是一个实用的练手项目。,922,PHP 实现用户注册登录功能
free,本实验通过学习 JDBC 定义和架构，回顾 SQL 语法，搭建 JDBC 的环境，通过实例来深入学习 JDBC。从中我们将学习到如何用 java 连接到数据库，并练习编写了一个信息管理的程序，在此基础上可以提高自己的数据库管理能力。,5248,JDBC 入门教程
free,Struts 是Apache软件基金会（ASF）赞助的一个开源项目。通过采用JavaServlet/JSP技术，实现了基于Java EEWeb应用的MVC设计模式的应用框架，是MVC经典设计模式。本次课程详细介绍了 Struts2 框架结构知识，并通过多个基础的 Demo 实例讲解了 Struts2 的用法。,5709,Struts框架教程
会员,本课程主要内容是使用ThinkPHP实现一个云书签项目。项目内容主要分为后台构建和前台构建。后台构建部分包括数据库设计，目录结构的建立，以及控制器代码的编写。前台构建部分分为模板页面的布局。JS功能实现与后台交互。课程包含的内容量和知识量较大，覆盖较全。但是讲的不是很详细。,1032,ThinkPHP实现云书签
free,网易云课堂配套实验课。通过GUI来体验编程的乐趣。有心得体会或者吐槽，可以写篇实验报告分享一下。,4759,用Python做2048游戏
会员,本课程使用 Node.js 实现一个简单的静态文件服务器，主要学习 Node.js 的 http 模块，熟悉 Node.js 创建 Web 服务器的过程。同时学习 ES6 的一些新语法，如今 Node.js 是极力推荐 ES6 写法的。,116,Node.js静态文件服务器
free,Hadoop是一款支持数据密集型分布式应用并以Apache 2.0许可协议发布的开源软件框架，本实验学习并实践Hadoop系统的不同模式的部署，以及基本的系统使用与管理。,6469,Hadoop部署及管理
free,本课程将会介绍HTML5中的新特性，包括结构标签、新型表单标签、文件操作、Canvas、本地存储等。适合对前端编程有兴趣，已经学了HTML的人学习。,14620,HTML5基础入门
会员,在本课程中，你将可以学习到 Spark SQL 的基础概念，了解如何利用 SQL Context 及相关的 API 进行统计分析。最后还将通过一个分析股票价格与石油价格关系的实例，进一步学习如何利用 Spark SQL 分析数据。本课程难度为一般，属于初级级别课程，适合具有 Spark 基础的用户，学习 Spark SQL 的基础知识。,472,Spark 基础之 SQL 快速上手
free,本课程侧重讲解 Scala 中的  Extractor ，它可以将数据模型和视图逻辑分离，在 Scala 体系中充当类似于适配器的角色，是一种极具函数式的做法。你将可以在课程中学到如何定义和设定 Extractor 。本课程难度为一般，属于初级级别课程，适合具有 Scala 基础的用户。,205,Scala 专题教程 - Extractor
会员,使用 C++实现 OpenGL GLUT 实现一个简单的太阳系行星系统，将涉及一些三维图形技术的数学基础、OpenGL 里的三维坐标系、OpenGL 里的光照模型、GLUT 的键盘事件处理。,6015,C++ 实现太阳系行星系统
会员,本课程通过使用 spring+spring MVC+Mybatis+freemarker 来实现个人简历的在线生成以及导出功能，通过一个简单网页填写个人履历后，在线生成一份个人简历。项目较为简单，作为SSM实战的项目，十分适合学习JAVA的同学练手。,413,JAVA基于SSM框架实现简历生成
free,跨站脚本是一种典型的出现在web应用程序中的计算机安全漏洞。这种漏洞使攻击者注入恶意代码到受害者的web浏览器成为可能。本实验中，我们将对一个有漏洞的Web系统进行跨站脚本攻击。,878,Elgg系统跨站脚本攻击实验
会员,本项目实现一个简单的 PHP 留言本，通过完成这个项目，学习并实践 PHP 编程基础，MySQL 数据库，jQuery 及 Ajax 等前端技术。,2953,PHP 实现留言本
会员,本课程使用 HTML5 来完成 “刮刮乐” 的刮奖效果。HTML5 是 HTML 的第5代版本，也是目前最新的版本，同时本课程还用到 JavaScript 相关技术来完成。学习本课程有助于巩固前端知识。,2017,基于 HTML5 实现刮刮乐效果
会员,本项目课中，我们将基于 Tornado 框架实现一个简单的异步 Redis 客户端，通过该客户端我们可以设置和读取 Redis 中的数据。其中涉及设置 virtualenv 环境，网络开发，Socket，Redis协议，Tornado框架。,277,Python 实现 Redis 异步客户端 
会员,知名小游戏2048，使用Go语言编程实现。本实验需要 Go 语言基础，建议先学习 [Go语言编程](https://www.shiyanlou.com/courses/11),558,GO语言开发2048
